ID	Length	WT_03.Aligned.sortedByCoord.out	WT_04.Aligned.sortedByCoord.out	WT_05.Aligned.sortedByCoord.out	WT_08.Aligned.sortedByCoord.out	WT_09.Aligned.sortedByCoord.out	WT_10.Aligned.sortedByCoord.out	WT_13.Aligned.sortedByCoord.out	WT_14.Aligned.sortedByCoord.out	WT_15.Aligned.sortedByCoord.out	WT_18.Aligned.sortedByCoord.out	WT_19.Aligned.sortedByCoord.out	WT_20.Aligned.sortedByCoord.out	WT_23.Aligned.sortedByCoord.out	WT_24.Aligned.sortedByCoord.out	WT_25.Aligned.sortedByCoord.out	dBGLF5_02.Aligned.sortedByCoord.out	dBGLF5_03.Aligned.sortedByCoord.out	dBGLF5_04.Aligned.sortedByCoord.out	dBGLF5_06.Aligned.sortedByCoord.out	dBGLF5_07.Aligned.sortedByCoord.out	dBGLF5_08.Aligned.sortedByCoord.out	dBGLF5_10.Aligned.sortedByCoord.out	dBGLF5_11.Aligned.sortedByCoord.out	dBGLF5_12.Aligned.sortedByCoord.out
ENSG00000136425.14	6499	0.0	0.46	0.07	0.02	0.46	0.15	0.05	0.58	0.17	0.02	0.4	0.01	0.01	0.25	0.11	0.06	0.27	0.06	0.0	0.23	0.17	0.02	0.2	0.12
ENSG00000138018.19	12499	0.0	1.08	0.25	0.02	0.88	0.14	0.03	1.21	0.28	0.03	1.14	0.27	0.04	1.09	0.37	0.02	0.27	0.17	0.03	0.15	0.15	0.03	0.3	0.12
ENSG00000175893.12	23999	1.37	0.68	0.19	1.06	0.49	0.16	1.05	0.52	0.14	0.74	0.35	0.08	1.15	0.39	0.1	0.47	0.29	0.21	0.44	0.25	0.25	0.63	0.36	0.25
ENSG00000291143.1	27999	1.43	0.15	0.05	0.82	0.07	0.06	0.66	0.12	0.06	1.42	0.22	0.07	1.7	0.24	0.09	0.79	0.15	0.07	0.85	0.22	0.12	1.41	0.35	0.19
ENSG00000241673.1	5999	0.0	0.25	0.04	0.0	0.09	0.03	0.01	0.13	0.06	0.0	0.35	0.06	0.0	0.38	0.06	0.0	0.14	0.05	0.02	0.09	0.04	0.01	0.21	0.08
ENSG00000284914.1	4499	0.07	0.86	0.08	0.14	0.54	0.07	0.03	0.48	0.16	0.13	0.36	0.06	0.11	0.28	0.06	0.02	0.52	0.02	0.09	0.28	0.07	0.01	0.21	0.12
ENSG00000216365.2	4499	4.68	0.43	0.29	0.86	0.08	0.11	0.96	0.1	0.16	0.01	0.05	0.19	0.07	0.01	0.18	0.41	0.13	0.1	0.63	0.23	0.22	0.65	0.2	0.22
ENSG00000139350.12	18999	0.09	0.61	0.16	0.06	0.46	0.1	0.05	0.63	0.17	0.07	0.56	0.12	0.1	0.75	0.14	0.08	0.47	0.38	0.07	0.29	0.2	0.09	0.41	0.43
ENSG00000136527.19	4499	0.18	0.25	0.06	0.11	0.2	0.04	0.09	0.26	0.09	0.2	0.3	0.14	0.16	0.38	0.08	0.13	0.55	0.12	0.15	0.32	0.17	0.11	0.51	0.21
ENSG00000261478.1	6499	0.01	0.1	0.18	0.04	0.12	0.17	0.02	0.1	0.15	0.01	0.06	0.22	0.01	0.14	0.14	0.01	0.18	0.58	0.01	0.13	0.31	0.01	0.13	0.39
ENSG00000293434.1	5999	0.48	0.35	0.05	0.37	0.29	0.08	0.26	0.24	0.06	0.28	0.22	0.03	0.43	0.2	0.04	0.27	0.22	0.19	0.27	0.14	0.07	0.29	0.25	0.19
ENSG00000005961.19	3999	0.0	0.19	0.04	0.0	0.26	0.07	0.0	0.23	0.07	0.0	0.5	0.04	0.01	0.48	0.03	0.0	0.21	0.05	0.0	0.18	0.1	0.0	0.29	0.06
ENSG00000089159.17	3999	0.0	0.07	1.52	0.03	0.16	0.23	0.09	0.26	0.11	0.04	0.16	1.23	0.01	0.06	1.54	0.0	0.07	0.06	0.04	0.01	0.17	0.04	0.05	0.06
ENSG00000105254.12	4499	0.0	0.83	0.5	0.01	1.41	0.61	0.0	0.76	0.36	0.02	0.56	0.22	0.03	0.89	0.23	0.03	2.21	1.28	0.05	1.84	2.46	0.0	0.97	1.33
ENSG00000256811.1	6999	0.06	0.45	0.1	0.04	0.31	0.07	0.08	0.21	0.06	0.05	0.48	0.06	0.06	0.68	0.1	0.06	0.29	0.06	0.03	0.19	0.07	0.03	0.39	0.13
ENSG00000251434.1	7999	0.0	0.01	0.07	0.0	0.0	0.04	0.0	0.02	0.03	0.0	0.01	0.03	0.0	0.01	0.01	0.0	0.03	0.14	0.0	0.04	0.17	0.0	0.04	0.29
ENSG00000171999.7	3999	0.02	0.32	0.34	0.03	0.14	0.15	0.0	0.24	0.3	0.0	0.05	0.36	0.01	0.05	0.45	0.03	0.33	0.64	0.01	0.25	0.59	0.0	0.25	0.47
ENSG00000269968.1	10003	1.37	1.04	0.36	1.6	0.86	0.19	2.13	1.1	0.36	2.34	1.36	0.47	2.34	1.24	0.51	1.68	1.67	0.76	1.77	1.94	0.97	1.51	1.76	1.12
ENSG00000077348.10	10499	0.12	1.01	0.14	0.12	0.65	0.11	0.11	0.33	0.11	0.09	0.38	0.1	0.07	0.35	0.07	0.13	0.19	0.16	0.06	0.28	0.17	0.12	0.29	0.19
ENSG00000287812.1	4499	6.21	1.94	0.47	4.67	0.81	0.09	2.73	0.85	0.4	3.07	0.72	0.15	2.97	0.85	0.21	0.58	0.39	0.08	1.02	0.41	0.16	1.13	0.62	0.22
ENSG00000121073.15	3999	0.08	0.45	0.1	0.02	0.42	0.07	0.02	0.56	0.04	0.13	0.59	0.04	0.04	0.62	0.21	0.09	0.57	0.11	0.05	0.32	0.13	0.08	0.51	0.1
ENSG00000230758.1	3999	0.09	0.5	0.05	0.04	0.39	0.06	0.12	0.29	0.07	0.12	0.42	0.06	0.23	0.36	0.0	0.07	0.23	0.1	0.07	0.2	0.04	0.18	0.45	0.07
ENSG00000225233.2	3999	0.0	0.14	0.19	0.01	0.21	0.25	0.03	0.14	0.44	0.0	0.09	0.18	0.0	0.11	0.25	0.02	0.33	0.53	0.0	0.18	0.68	0.0	0.17	0.33
ENSG00000136870.11	28499	0.22	0.94	0.17	0.16	0.84	0.09	0.22	0.7	0.16	0.09	0.27	0.05	0.12	0.34	0.1	0.15	0.3	0.09	0.14	0.19	0.1	0.17	0.35	0.2
ENSG00000203995.11	10499	0.02	0.78	0.32	0.02	0.77	0.28	0.01	0.81	0.19	1.49	5.26	0.74	1.66	4.74	0.63	2.21	4.03	0.47	2.13	3.84	0.69	3.14	5.08	1.32
ENSG00000109756.10	5499	0.02	0.1	0.28	0.04	0.08	0.0	0.06	0.07	0.03	0.09	0.07	0.29	0.29	0.15	0.27	0.04	0.38	0.07	0.07	0.22	0.22	0.09	0.41	0.22
ENSG00000136874.11	19999	0.66	0.33	0.16	0.59	0.32	0.17	0.42	0.29	0.18	0.3	0.15	0.06	0.39	0.15	0.04	0.27	0.14	0.15	0.25	0.09	0.1	0.34	0.21	0.14
ENSG00000234883.7	20999	5.58	0.84	0.5	3.64	0.44	0.16	2.38	0.56	0.17	4.28	1.1	0.75	5.5	1.38	1.01	2.69	0.56	0.16	2.51	0.98	0.26	2.93	1.16	0.6
ENSG00000140941.14	14499	0.05	2.18	0.76	0.07	1.75	0.21	0.06	1.91	0.25	0.06	3.55	0.68	0.09	3.77	0.74	0.06	2.3	0.16	0.09	1.98	0.37	0.04	2.64	0.49
ENSG00000251381.8	5499	0.06	0.72	0.34	0.02	0.39	0.14	0.01	0.31	0.15	0.02	0.54	0.23	0.0	0.7	0.34	0.02	0.25	0.27	0.01	0.35	0.15	0.03	0.26	0.16
ENSG00000076944.18	5999	0.01	0.84	0.22	0.01	0.68	0.08	0.05	0.7	0.08	0.01	0.85	0.17	0.01	0.75	0.24	0.05	0.54	0.11	0.02	0.55	0.13	0.05	0.68	0.19
ENSG00000261526.3	10499	0.03	0.62	0.24	0.05	0.41	0.23	0.07	0.41	0.22	0.09	0.77	0.23	0.1	0.74	0.39	0.06	1.23	0.38	0.04	0.89	0.56	0.06	1.2	0.56
ENSG00000075651.17	8499	0.42	0.45	0.34	0.2	0.51	0.26	0.27	0.43	0.35	0.08	0.17	0.17	0.05	0.22	0.15	0.15	0.28	0.28	0.15	0.29	0.37	0.25	0.28	0.27
ENSG00000279369.1	8499	0.44	0.25	0.04	0.31	0.13	0.06	0.3	0.15	0.04	0.47	0.22	0.02	0.35	0.11	0.02	0.41	0.12	0.03	0.37	0.12	0.03	0.55	0.2	0.15
ENSG00000204172.12	5499	0.72	0.38	0.34	0.39	0.27	0.12	0.45	0.35	0.15	0.63	0.3	0.25	0.85	0.47	0.16	0.53	0.3	0.28	0.57	0.22	0.22	0.75	0.31	0.28
ENSG00000272795.1	4499	0.03	0.25	0.13	0.05	0.23	0.03	0.04	0.35	0.07	0.01	0.27	0.11	0.01	0.2	0.13	0.06	0.58	0.27	0.07	0.36	0.19	0.06	0.34	0.27
ENSG00000135049.16	5499	0.74	0.13	0.18	0.72	0.08	0.03	0.53	0.09	0.06	0.32	0.03	0.06	0.32	0.05	0.21	0.15	0.06	0.06	0.24	0.13	0.06	0.13	0.04	0.05
ENSG00000283108.2	16499	0.01	0.35	0.05	0.01	0.27	0.05	0.02	0.31	0.08	0.03	0.59	0.09	0.01	0.56	0.04	0.04	0.38	0.35	0.07	0.31	0.17	0.09	0.46	0.25
ENSG00000139278.10	8999	0.09	0.28	0.15	0.1	0.24	0.13	0.12	0.39	0.12	0.05	0.3	0.16	0.09	0.43	0.22	0.1	0.58	0.55	0.18	0.72	0.56	0.21	0.54	0.64
ENSG00000236842.1	4499	0.49	0.04	0.01	0.56	0.06	0.02	0.67	0.06	0.12	0.18	0.02	0.02	0.14	0.04	0.01	0.67	0.12	0.16	0.71	0.35	0.13	1.03	0.17	0.18
ENSG00000120696.9	3999	0.0	0.31	0.23	0.06	0.31	0.07	0.04	0.44	0.06	0.07	0.29	0.06	0.07	0.33	0.11	0.01	0.45	0.13	0.05	0.25	0.09	0.01	0.33	0.18
ENSG00000257519.1	4499	0.0	0.02	0.06	0.0	0.1	0.07	0.01	0.12	0.12	0.0	0.01	0.1	0.0	0.04	0.08	0.01	0.22	0.88	0.01	0.25	0.48	0.0	0.19	0.7
ENSG00000175470.20	17698	0.22	0.51	0.04	0.15	0.19	0.01	0.2	0.19	0.01	0.16	0.63	0.06	0.25	0.65	0.08	0.2	0.92	0.05	0.25	0.66	0.07	0.22	0.95	0.13
ENSG00000164500.7	3999	0.0	0.37	0.4	0.0	0.28	0.35	0.0	0.38	0.38	0.0	0.29	0.34	0.0	0.28	0.31	0.0	0.45	0.42	0.0	0.35	0.48	0.01	0.37	0.21
ENSG00000099889.14	13499	0.0	0.63	0.17	0.04	0.71	0.14	0.03	0.73	0.1	0.01	0.54	0.12	0.01	0.64	0.13	0.02	0.25	0.05	0.01	0.18	0.06	0.0	0.31	0.11
ENSG00000248309.9	9499	1.67	0.26	0.21	0.64	0.18	0.11	0.42	0.17	0.13	0.22	0.26	0.12	0.23	0.23	0.07	0.32	0.36	0.31	0.26	0.18	0.16	0.38	0.2	0.24
ENSG00000282885.3	4999	0.22	0.48	0.13	0.24	0.33	0.06	0.16	0.45	0.17	0.09	0.38	0.1	0.19	0.43	0.11	0.18	0.16	0.07	0.2	0.17	0.15	0.11	0.2	0.12
ENSG00000124713.6	6999	0.3	1.74	0.29	0.16	1.73	0.17	0.07	1.11	0.36	0.2	0.92	0.06	0.15	0.63	0.14	0.11	0.56	0.11	0.26	0.52	0.18	0.24	0.67	0.25
ENSG00000107779.15	4499	0.06	0.36	0.09	0.04	0.2	0.07	0.13	0.3	0.05	0.06	0.26	0.07	0.02	0.29	0.09	0.06	0.21	0.06	0.04	0.2	0.09	0.06	0.32	0.14
ENSG00000164296.7	6499	0.13	0.5	0.14	0.05	0.37	0.11	0.07	0.33	0.06	0.03	0.13	0.03	0.03	0.25	0.03	0.05	0.23	0.12	0.02	0.04	0.11	0.07	0.12	0.14
ENSG00000101365.21	8499	0.34	0.31	0.55	0.3	0.56	0.12	0.27	0.41	0.19	0.28	0.45	0.57	0.25	0.44	0.54	0.32	0.8	0.09	0.28	0.61	0.09	0.19	0.53	0.22
ENSG00000200326.1	6999	0.0	0.02	0.09	0.0	0.03	0.04	0.0	0.01	0.02	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.08	0.49	0.0	0.09	0.43	0.0	0.06	0.23
ENSG00000248724.6	5499	0.0	0.05	0.1	0.0	0.15	0.09	0.0	0.15	0.11	0.0	0.1	0.11	0.0	0.18	0.21	0.01	0.29	0.51	0.0	0.19	0.45	0.0	0.24	0.39
ENSG00000180423.4	5999	0.77	0.86	0.4	0.56	0.6	0.18	0.29	0.73	0.25	0.48	0.94	0.25	0.61	1.16	0.41	0.59	0.66	0.37	0.27	0.81	0.38	0.5	0.76	0.46
ENSG00000164163.11	12999	0.08	0.64	0.14	0.1	0.56	0.11	0.05	0.59	0.11	0.09	0.38	0.05	0.1	0.5	0.09	0.05	0.23	0.34	0.05	0.21	0.16	0.08	0.33	0.33
ENSG00000253853.3	3999	0.28	0.07	0.05	0.06	0.02	0.08	0.04	0.01	0.01	0.03	0.04	0.01	0.07	0.02	0.03	0.04	0.03	0.2	0.02	0.05	0.25	0.08	0.04	0.21
ENSG00000230920.1	3999	0.0	0.2	0.33	0.0	0.11	0.17	0.0	0.08	0.18	0.0	0.04	0.04	0.0	0.08	0.06	0.0	0.23	0.33	0.0	0.08	0.42	0.0	0.14	0.47
ENSG00000082293.13	8499	2.22	2.07	0.77	1.34	1.46	0.65	1.02	1.42	0.56	1.48	1.74	0.54	2.38	1.64	0.77	1.22	1.21	0.64	1.55	1.23	0.66	1.75	1.54	0.76
ENSG00000287870.1	8499	0.01	0.36	0.35	0.01	0.28	0.25	0.0	0.28	0.25	0.0	0.17	0.25	0.01	0.25	0.22	0.01	0.32	1.14	0.01	0.26	0.77	0.0	0.32	0.67
ENSG00000263528.8	8999	1.3	0.34	0.16	0.65	0.34	0.04	0.67	0.38	0.1	0.96	0.72	0.17	0.93	0.65	0.14	0.51	0.42	0.04	0.59	0.41	0.17	0.81	0.51	0.15
ENSG00000011478.13	11499	0.21	0.64	0.13	0.17	0.57	0.12	0.12	0.39	0.16	0.29	0.86	0.1	0.29	0.8	0.14	0.22	0.25	0.24	0.22	0.35	0.21	0.3	0.32	0.16
ENSG00000196290.17	16499	0.02	0.21	0.09	0.07	0.16	0.06	0.06	0.12	0.02	0.02	0.25	0.08	0.05	0.44	0.13	0.08	0.7	0.21	0.04	0.61	0.17	0.05	0.78	0.26
ENSG00000145375.9	7499	0.05	0.58	0.18	0.01	0.39	0.25	0.0	0.2	0.18	0.02	0.49	0.17	0.04	0.58	0.16	0.05	0.41	0.15	0.03	0.31	0.18	0.11	0.39	0.17
ENSG00000286545.1	6499	0.0	0.22	0.34	0.01	0.28	0.29	0.01	0.25	0.21	0.0	0.21	0.39	0.0	0.24	0.43	0.0	0.3	0.51	0.03	0.16	0.31	0.01	0.22	0.39
ENSG00000244436.2	3999	0.06	0.36	0.02	0.06	0.3	0.13	0.05	0.5	0.04	0.06	0.77	0.09	0.08	0.45	0.2	0.05	0.19	0.08	0.07	0.15	0.08	0.08	0.31	0.06
ENSG00000289562.2	4499	0.25	0.28	0.17	0.16	0.24	0.2	0.23	0.57	0.22	0.35	0.27	0.1	0.3	0.49	0.15	0.44	0.13	0.11	0.39	0.08	0.11	0.44	0.2	0.06
ENSG00000284602.1	12999	0.36	1.75	0.45	0.23	1.28	0.37	0.46	1.44	0.5	0.21	1.2	0.3	0.29	1.49	0.49	0.27	0.79	0.48	0.24	0.73	0.39	0.32	0.81	0.48
ENSG00000278177.1	3999	0.0	0.05	0.05	0.01	0.01	0.17	0.0	0.01	0.05	0.01	0.0	0.0	0.0	0.04	0.08	0.01	0.16	0.51	0.02	0.16	0.4	0.07	0.19	0.6
ENSG00000287483.1	4499	0.01	0.28	0.26	0.02	0.28	0.07	0.07	0.45	0.14	0.02	0.46	0.31	0.0	0.54	0.22	0.11	0.38	0.1	0.02	0.25	0.15	0.02	0.35	0.16
ENSG00000124251.11	19499	0.01	2.09	0.59	0.01	2.43	0.55	0.01	1.89	0.44	0.0	1.19	0.51	0.01	1.3	0.43	0.01	1.02	0.91	0.01	0.7	0.66	0.02	1.01	0.96
ENSG00000224346.1	4499	0.0	0.27	0.18	0.0	0.12	0.17	0.0	0.15	0.16	0.0	0.33	0.09	0.02	0.36	0.14	0.03	0.42	0.16	0.0	0.28	0.14	0.0	0.71	0.36
ENSG00000185347.19	6499	0.04	1.35	0.27	0.1	0.9	0.13	0.05	0.78	0.16	0.05	0.69	0.1	0.05	0.8	0.14	0.06	0.37	0.1	0.01	0.12	0.06	0.15	0.49	0.18
ENSG00000176953.13	6999	0.11	3.21	0.42	0.12	1.6	0.3	0.08	1.53	0.2	0.23	2.11	0.28	0.26	1.91	0.27	0.11	0.74	0.33	0.13	0.58	0.2	0.22	1.14	0.53
ENSG00000241878.12	8999	0.04	0.49	0.27	0.05	0.4	0.03	0.04	0.32	0.03	0.03	0.69	0.09	0.03	0.42	0.11	0.02	0.54	0.06	0.03	0.32	0.06	0.07	0.66	0.28
ENSG00000278672.1	3999	0.02	0.24	0.01	0.0	0.04	0.0	0.0	0.06	0.02	0.01	0.23	0.02	0.0	0.36	0.05	0.0	0.2	0.06	0.01	0.23	0.01	0.01	0.43	0.02
ENSG00000274135.1	10499	0.05	0.9	0.27	0.02	0.6	0.13	0.07	0.58	0.18	0.05	0.91	0.27	0.02	0.83	0.18	0.07	0.56	0.17	0.05	0.39	0.25	0.04	0.69	0.23
ENSG00000109805.10	10999	0.27	0.61	0.15	0.21	0.45	0.11	0.12	0.39	0.14	0.23	0.36	0.17	0.18	0.43	0.13	0.2	0.5	0.39	0.16	0.54	0.47	0.23	0.6	0.59
ENSG00000224903.2	36999	0.33	0.62	0.21	0.26	0.43	0.15	0.24	0.54	0.17	0.21	0.93	0.19	0.28	0.93	0.14	0.24	0.88	0.26	0.23	0.66	0.34	0.27	0.96	0.37
ENSG00000163959.10	4499	0.02	0.42	0.15	0.0	0.31	0.1	0.04	0.46	0.09	0.02	0.32	0.05	0.02	0.4	0.14	0.01	0.32	0.16	0.01	0.43	0.11	0.01	0.25	0.27
ENSG00000147649.10	4499	0.04	0.12	0.13	0.07	0.13	0.12	0.02	0.16	0.14	0.05	0.22	0.11	0.03	0.11	0.22	0.06	0.18	0.15	0.03	0.19	0.2	0.03	0.37	0.25
ENSG00000230033.1	13499	1.11	1.73	0.51	0.84	1.89	0.3	0.71	2.09	0.43	1.11	3.96	1.2	0.99	4.42	1.19	0.92	2.87	0.6	0.77	2.68	0.71	1.1	3.27	0.8
ENSG00000148344.11	7999	0.01	0.55	0.1	0.03	0.72	0.16	0.01	0.83	0.22	0.02	0.82	0.13	0.0	0.61	0.09	0.01	0.23	0.05	0.0	0.18	0.06	0.02	0.29	0.12
ENSG00000114841.18	9499	0.17	0.51	0.22	0.09	0.35	0.11	0.07	0.24	0.07	0.08	0.39	0.07	0.09	0.43	0.05	0.03	0.29	0.05	0.09	0.09	0.1	0.11	0.48	0.16
ENSG00000151490.15	3999	0.0	0.12	0.85	0.0	0.14	0.42	0.0	0.05	0.31	0.0	0.08	0.42	0.0	0.02	0.46	0.0	0.11	0.43	0.0	0.03	0.47	0.0	0.08	0.41
ENSG00000138050.15	6499	0.05	0.34	0.11	0.06	0.31	0.03	0.01	0.39	0.05	0.03	0.29	0.14	0.07	0.23	0.04	0.01	0.44	0.49	0.04	0.37	0.49	0.04	0.41	0.57
ENSG00000090661.12	9499	0.91	1.26	0.47	0.32	0.83	0.2	0.33	0.68	0.26	0.52	1.17	0.24	0.4	1.13	0.19	0.31	0.41	0.11	0.45	0.6	0.12	0.64	0.62	0.2
ENSG00000158050.5	4499	0.3	0.05	0.09	0.67	0.1	0.01	0.68	0.16	0.05	0.53	0.07	0.16	0.39	0.07	0.16	0.22	0.11	0.0	0.15	0.11	0.04	0.28	0.11	0.06
ENSG00000252128.1	4999	0.0	0.14	0.02	0.1	0.19	0.01	0.06	0.03	0.09	0.01	0.3	0.07	0.05	0.24	0.13	0.08	0.18	0.28	0.07	0.22	0.09	0.03	0.14	0.08
ENSG00000111652.10	12499	0.41	1.53	0.26	0.09	1.0	0.09	0.15	0.83	0.14	0.31	0.8	0.18	0.3	0.99	0.2	0.21	0.68	0.13	0.21	0.45	0.18	0.28	0.83	0.36
ENSG00000184209.15	3999	0.12	0.24	0.03	0.07	0.11	0.03	0.1	0.14	0.06	0.18	0.29	0.05	0.22	0.39	0.18	0.07	0.12	0.06	0.15	0.11	0.05	0.17	0.09	0.09
ENSG00000149742.10	7499	0.0	0.14	0.26	0.01	0.14	0.25	0.0	0.2	0.24	0.0	0.06	0.23	0.01	0.13	0.18	0.02	0.35	0.58	0.01	0.24	0.49	0.03	0.2	0.47
ENSG00000266490.1	11499	0.56	1.43	0.38	0.32	0.8	0.19	0.22	0.79	0.19	0.4	1.3	0.25	0.38	1.52	0.26	0.26	0.66	0.12	0.32	0.65	0.14	0.4	0.7	0.23
ENSG00000154146.13	5999	0.13	0.33	0.1	0.09	0.3	0.04	0.08	0.3	0.05	0.34	0.37	0.11	0.23	0.51	0.13	0.06	0.14	0.1	0.11	0.26	0.07	0.14	0.27	0.09
ENSG00000273391.1	4999	0.12	0.47	0.25	0.18	0.5	0.17	0.21	0.66	0.13	0.11	0.51	0.13	0.09	0.61	0.22	0.09	0.42	0.19	0.09	0.55	0.21	0.08	0.48	0.31
ENSG00000288808.1	6999	0.32	1.09	0.18	0.39	0.99	0.23	0.21	0.98	0.11	0.1	0.54	0.1	0.14	0.88	0.09	0.5	0.24	0.2	0.4	0.39	0.18	0.74	0.62	0.27
ENSG00000139668.9	6999	0.07	0.82	0.18	0.01	0.54	0.13	0.01	0.7	0.11	0.07	0.69	0.2	0.06	0.69	0.07	0.02	0.67	0.19	0.04	0.38	0.2	0.04	0.67	0.36
ENSG00000143622.12	22999	0.04	0.93	0.14	0.03	0.63	0.1	0.08	0.59	0.09	0.03	0.89	0.1	0.07	1.08	0.09	0.06	0.63	0.19	0.04	0.46	0.14	0.08	0.75	0.24
ENSG00000035681.9	6499	0.2	0.56	0.13	0.2	0.52	0.1	0.08	0.33	0.12	0.16	0.4	0.13	0.2	0.48	0.06	0.2	0.34	0.17	0.29	0.32	0.21	0.33	0.4	0.31
ENSG00000230424.3	10999	0.05	1.37	0.14	0.08	0.97	0.03	0.05	0.66	0.12	0.07	1.03	0.08	0.05	1.04	0.09	0.09	0.75	0.12	0.08	0.56	0.22	0.11	1.15	0.29
ENSG00000078898.7	29499	0.0	1.47	0.18	0.0	0.93	0.13	0.0	1.14	0.23	0.0	1.62	0.19	0.0	1.86	0.17	0.01	0.53	0.08	0.01	0.44	0.12	0.0	0.88	0.24
ENSG00000180448.11	5499	0.26	0.4	0.21	0.24	0.21	0.02	0.26	0.19	0.01	0.32	0.3	0.15	0.28	0.22	0.19	0.22	0.2	0.05	0.22	0.16	0.08	0.64	0.25	0.1
ENSG00000213131.3	6499	0.35	0.32	0.09	0.29	0.36	0.1	0.14	0.22	0.07	0.15	0.53	0.09	0.23	0.6	0.14	0.24	0.2	0.11	0.27	0.27	0.12	0.18	0.36	0.14
ENSG00000012174.12	3999	0.24	0.1	0.04	0.23	0.13	0.01	0.19	0.1	0.0	0.28	0.15	0.03	0.31	0.33	0.08	0.14	0.16	0.06	0.23	0.13	0.07	0.22	0.22	0.06
ENSG00000261970.1	7499	0.44	0.26	0.03	0.25	0.08	0.04	0.1	0.14	0.05	0.12	0.22	0.06	0.21	0.33	0.06	0.21	0.08	0.07	0.33	0.11	0.07	0.71	0.28	0.12
ENSG00000282988.2	26999	0.47	1.35	0.8	0.16	1.68	0.83	0.17	1.81	1.27	0.24	1.85	0.79	0.23	1.97	0.88	0.19	1.79	1.24	0.23	2.12	1.94	0.26	1.23	1.41
ENSG00000290078.1	10499	2.45	1.0	0.2	1.22	0.65	0.1	1.53	0.61	0.22	0.73	0.31	0.16	0.85	0.46	0.03	0.29	0.31	0.08	0.4	0.3	0.14	0.57	0.4	0.18
ENSG00000255571.10	4499	0.34	0.12	0.01	0.28	0.08	0.03	0.4	0.1	0.04	0.27	0.08	0.02	0.08	0.07	0.04	0.09	0.02	0.03	0.14	0.07	0.06	0.26	0.06	0.08
ENSG00000132612.16	10999	0.06	0.98	0.18	0.07	0.87	0.14	0.05	0.7	0.18	0.09	0.74	0.15	0.07	0.67	0.14	0.05	0.8	0.17	0.04	0.48	0.21	0.05	0.78	0.37
ENSG00000169442.9	3999	0.07	0.0	0.56	0.14	0.0	0.02	0.37	0.03	0.04	0.34	0.03	0.49	0.24	0.0	0.62	0.14	0.04	0.02	0.13	0.01	0.02	0.04	0.03	0.04
ENSG00000105229.7	6499	0.03	0.21	0.35	0.05	0.34	0.09	0.02	0.28	0.09	0.05	0.45	0.29	0.06	0.41	0.28	0.03	0.15	0.06	0.06	0.12	0.09	0.02	0.13	0.04
ENSG00000233875.1	7999	0.14	0.36	0.23	0.06	0.13	0.28	0.08	0.19	0.17	0.19	0.53	0.2	0.15	0.39	0.26	0.1	0.26	0.11	0.08	0.23	0.06	0.18	0.39	0.14
ENSG00000196586.17	6999	0.43	0.74	0.3	0.35	0.5	0.22	0.34	0.82	0.16	0.28	0.64	0.1	0.49	0.6	0.17	0.2	0.35	0.24	0.22	0.32	0.13	0.28	0.5	0.27
ENSG00000106554.13	12499	0.07	0.46	0.41	0.06	0.48	0.2	0.05	0.51	0.19	0.06	0.5	0.34	0.05	0.52	0.39	0.05	0.58	0.38	0.09	0.56	0.32	0.05	0.61	0.46
ENSG00000268798.1	3999	0.17	0.38	0.05	0.22	0.35	0.02	0.21	0.27	0.03	0.26	0.72	0.02	0.22	0.48	0.09	0.13	0.8	0.09	0.21	0.98	0.11	0.2	0.88	0.23
ENSG00000162909.18	4499	0.01	0.36	0.95	0.0	0.3	0.08	0.08	0.07	0.17	0.06	0.41	1.31	0.03	0.45	1.33	0.0	0.48	0.4	0.0	0.18	0.36	0.02	0.34	0.5
ENSG00000290993.1	5999	0.33	0.38	0.05	0.1	0.42	0.06	0.27	0.3	0.04	0.38	0.36	0.09	0.29	0.33	0.09	0.21	0.21	0.0	0.16	0.08	0.01	0.27	0.18	0.04
ENSG00000099800.8	6499	0.54	0.57	0.1	0.38	0.18	0.03	0.21	0.17	0.01	0.27	0.79	0.09	0.36	0.69	0.1	0.36	0.29	0.03	0.34	0.26	0.14	0.77	0.44	0.08
ENSG00000292256.1	4499	0.0	0.45	0.16	0.0	0.65	0.12	0.0	0.73	0.11	0.0	0.87	0.21	0.0	0.88	0.08	0.0	0.83	0.69	0.0	0.51	0.52	0.01	0.4	0.26
ENSG00000115839.19	18999	0.4	1.8	0.48	0.22	1.59	0.32	0.22	1.38	0.37	0.26	1.49	0.27	0.34	1.76	0.23	0.28	1.18	0.51	0.24	0.94	0.58	0.4	1.23	0.8
ENSG00000266099.1	7499	0.03	1.35	0.14	0.02	1.22	0.1	0.01	1.33	0.11	0.0	2.14	0.14	0.03	2.03	0.17	0.04	0.89	0.07	0.08	1.06	0.15	0.07	1.18	0.16
ENSG00000103642.12	6499	0.02	0.41	0.09	0.05	0.23	0.05	0.11	0.24	0.02	0.03	0.26	0.13	0.08	0.34	0.11	0.08	0.13	0.01	0.05	0.12	0.08	0.04	0.13	0.02
ENSG00000033327.13	9499	0.06	0.56	0.32	0.02	0.65	0.16	0.05	0.52	0.32	0.11	0.7	0.35	0.09	0.66	0.36	0.13	0.75	0.3	0.04	0.46	0.34	0.07	0.76	0.34
