ID	Length	WT_03.Aligned.sortedByCoord.out	WT_04.Aligned.sortedByCoord.out	WT_05.Aligned.sortedByCoord.out	WT_08.Aligned.sortedByCoord.out	WT_09.Aligned.sortedByCoord.out	WT_10.Aligned.sortedByCoord.out	WT_13.Aligned.sortedByCoord.out	WT_14.Aligned.sortedByCoord.out	WT_15.Aligned.sortedByCoord.out	WT_18.Aligned.sortedByCoord.out	WT_19.Aligned.sortedByCoord.out	WT_20.Aligned.sortedByCoord.out	WT_23.Aligned.sortedByCoord.out	WT_24.Aligned.sortedByCoord.out	WT_25.Aligned.sortedByCoord.out	dBGLF5_02.Aligned.sortedByCoord.out	dBGLF5_03.Aligned.sortedByCoord.out	dBGLF5_04.Aligned.sortedByCoord.out	dBGLF5_06.Aligned.sortedByCoord.out	dBGLF5_07.Aligned.sortedByCoord.out	dBGLF5_08.Aligned.sortedByCoord.out	dBGLF5_10.Aligned.sortedByCoord.out	dBGLF5_11.Aligned.sortedByCoord.out	dBGLF5_12.Aligned.sortedByCoord.out
ENSG00000181450.18	8999	0.2	3.28	1.3	0.25	3.46	1.32	0.5	4.24	1.74	0.44	2.87	1.28	0.35	3.35	1.03	0.44	1.19	0.62	0.38	1.15	0.54	0.41	1.02	0.62
ENSG00000172270.22	5999	0.0	0.31	0.82	0.0	0.2	0.03	0.0	0.13	0.04	0.03	0.57	0.74	0.02	0.71	0.76	0.01	0.14	0.0	0.01	0.1	0.04	0.03	0.25	0.02
ENSG00000290102.1	4499	0.06	0.68	0.3	0.05	0.43	0.11	0.05	0.89	0.47	0.04	0.3	0.27	0.02	0.51	0.12	0.06	0.11	0.09	0.21	0.16	0.11	0.05	0.14	0.13
ENSG00000231956.1	24499	0.0	0.21	0.1	0.01	0.24	0.05	0.01	0.3	0.07	0.0	0.5	0.12	0.0	0.54	0.1	0.02	0.51	0.17	0.03	0.53	0.17	0.07	0.72	0.14
ENSG00000156471.13	5499	0.2	0.46	0.12	0.14	0.53	0.08	0.11	0.46	0.12	0.25	0.25	0.06	0.19	0.51	0.06	0.15	0.33	0.08	0.21	0.36	0.12	0.16	0.43	0.11
ENSG00000155975.10	3999	0.29	0.25	0.02	0.27	0.2	0.08	0.07	0.3	0.06	0.31	0.27	0.02	0.4	0.37	0.01	0.2	0.35	0.16	0.34	0.22	0.22	0.37	0.48	0.38
ENSG00000134375.11	4499	0.01	0.12	0.05	0.02	0.14	0.06	0.03	0.22	0.02	0.01	0.29	0.14	0.03	0.28	0.15	0.04	0.24	0.06	0.0	0.15	0.09	0.0	0.2	0.1
ENSG00000203307.2	3999	0.02	0.43	0.17	0.02	0.5	0.2	0.01	0.47	0.46	0.01	0.29	0.1	0.0	0.29	0.17	0.0	0.24	0.14	0.01	0.16	0.13	0.0	0.3	0.16
ENSG00000207357.1	3999	0.0	0.6	0.64	0.03	0.37	0.46	0.02	0.61	0.31	0.03	0.25	0.62	0.07	0.42	0.53	0.04	0.46	0.4	0.0	0.44	0.45	0.01	0.23	0.39
ENSG00000233558.1	3999	0.05	1.84	0.61	0.03	0.88	0.13	0.02	1.05	0.39	0.01	2.19	0.76	0.05	2.51	0.64	0.01	0.98	0.29	0.02	1.14	0.26	0.01	1.02	0.31
ENSG00000000938.13	6499	0.07	0.11	0.15	0.18	0.36	0.01	0.11	0.28	0.05	0.13	0.36	0.16	0.06	0.43	0.34	0.03	0.05	0.03	0.04	0.1	0.01	0.14	0.13	0.03
ENSG00000120802.14	3999	0.15	0.48	0.18	0.22	0.3	0.06	0.23	0.37	0.1	0.29	0.21	0.21	0.28	0.42	0.24	0.29	0.1	0.04	0.15	0.18	0.06	0.13	0.21	0.1
ENSG00000108788.12	9999	0.56	0.57	0.22	0.37	0.58	0.13	0.37	0.82	0.2	0.35	0.7	0.22	0.29	0.72	0.21	0.28	0.43	0.1	0.27	0.43	0.07	0.39	0.4	0.17
ENSG00000108639.8	12999	0.3	1.14	0.29	0.4	1.21	0.21	0.44	1.71	0.35	0.51	0.89	0.18	0.32	0.82	0.15	0.53	1.19	0.3	0.52	1.1	0.4	0.54	1.39	0.63
ENSG00000234438.5	8499	0.01	0.6	0.17	0.03	0.67	0.07	0.0	0.69	0.22	0.0	0.31	0.08	0.01	0.43	0.06	0.0	0.1	0.04	0.03	0.08	0.05	0.01	0.08	0.06
ENSG00000229348.1	9499	0.05	0.49	0.23	0.03	0.2	0.02	0.03	0.33	0.06	0.01	0.48	0.09	0.02	0.47	0.04	0.03	0.16	0.06	0.0	0.15	0.07	0.01	0.28	0.09
ENSG00000135040.16	3999	4.31	1.25	0.49	2.75	0.85	0.33	2.13	0.95	0.48	1.48	0.62	0.16	1.73	0.45	0.34	1.23	0.43	0.13	1.19	0.55	0.26	1.49	0.5	0.24
ENSG00000155115.7	5499	0.68	0.09	0.19	0.48	0.05	0.15	0.41	0.13	0.05	0.19	0.15	0.21	0.3	0.2	0.2	0.3	0.18	0.11	0.36	0.27	0.14	0.37	0.18	0.09
ENSG00000154222.15	8999	0.01	0.52	0.12	0.02	0.38	0.09	0.02	0.33	0.07	0.02	0.53	0.09	0.02	0.43	0.08	0.01	0.28	0.2	0.03	0.19	0.23	0.02	0.27	0.24
ENSG00000167770.13	5499	0.13	0.07	0.07	0.12	0.09	0.03	0.03	0.1	0.01	0.06	0.04	0.0	0.07	0.13	0.01	0.03	0.4	0.14	0.04	0.35	0.14	0.12	0.42	0.19
ENSG00000123353.10	7499	0.45	0.89	0.17	0.38	1.09	0.33	0.31	0.6	0.36	0.37	0.87	0.24	0.37	0.91	0.21	0.53	1.43	0.9	0.37	1.76	1.36	0.4	1.13	1.12
ENSG00000079387.15	13999	0.06	0.92	0.49	0.05	1.06	0.4	0.03	1.05	0.4	0.12	0.89	0.36	0.1	0.84	0.29	0.07	0.85	0.24	0.09	0.6	0.36	0.06	0.84	0.55
ENSG00000251293.1	8499	0.0	0.17	0.27	0.0	0.06	0.23	0.0	0.1	0.15	0.0	0.12	0.31	0.0	0.14	0.14	0.01	0.32	1.22	0.0	0.3	0.9	0.0	0.25	0.81
ENSG00000236901.6	4999	0.13	0.54	0.27	0.05	0.64	0.26	0.04	0.44	0.16	0.14	0.16	0.08	0.05	0.42	0.08	0.09	1.14	0.4	0.09	0.7	0.3	0.13	1.09	0.57
ENSG00000281491.1	7499	0.06	0.9	0.22	0.13	0.8	0.08	0.06	0.57	0.26	0.0	0.26	0.07	0.01	0.32	0.08	0.03	0.18	0.06	0.01	0.11	0.11	0.05	0.34	0.08
ENSG00000185433.11	19499	1.17	0.5	0.13	0.77	0.33	0.08	0.6	0.28	0.07	0.51	0.17	0.05	0.69	0.25	0.05	0.18	0.13	0.09	0.13	0.14	0.11	0.23	0.2	0.15
ENSG00000157017.16	7999	0.02	0.49	0.36	0.0	0.29	0.04	0.01	0.56	0.09	0.06	0.69	0.38	0.01	0.81	0.33	0.04	0.23	0.05	0.05	0.23	0.05	0.09	0.43	0.02
ENSG00000273319.1	4999	0.0	0.35	0.14	0.0	0.57	0.21	0.0	0.6	0.21	0.01	0.74	0.57	0.0	1.48	0.52	0.03	1.46	0.53	0.11	1.27	0.32	0.02	0.89	0.51
ENSG00000163870.16	5999	0.08	0.34	0.09	0.05	0.35	0.08	0.06	0.26	0.03	0.17	0.38	0.05	0.17	0.47	0.12	0.1	0.14	0.02	0.09	0.12	0.07	0.12	0.25	0.02
ENSG00000128891.17	12499	0.58	1.18	0.23	0.43	1.1	0.22	0.4	0.88	0.22	0.6	1.41	0.24	0.83	1.44	0.34	0.45	1.13	0.22	0.46	0.84	0.26	0.83	1.26	0.5
ENSG00000277895.1	5499	0.17	2.76	1.19	0.16	2.53	0.69	0.13	2.45	0.93	0.18	2.64	0.88	0.23	2.55	0.83	0.19	1.29	0.66	0.2	1.05	0.54	0.15	1.37	0.79
ENSG00000207073.1	23999	0.04	1.79	0.12	0.06	1.53	0.07	0.03	1.28	0.15	0.04	1.49	0.07	0.04	1.62	0.06	0.08	0.97	0.16	0.07	0.81	0.24	0.07	1.1	0.35
ENSG00000118514.14	6999	0.01	0.48	0.23	0.0	0.51	0.1	0.01	0.7	0.2	0.03	0.63	0.18	0.01	0.61	0.2	0.02	0.96	0.58	0.01	0.7	0.44	0.05	0.87	0.52
ENSG00000172901.21	3999	0.01	0.44	0.37	0.0	0.26	0.26	0.0	0.7	0.2	0.03	0.51	0.27	0.0	0.43	0.17	0.04	0.21	0.39	0.1	0.11	0.27	0.08	0.21	0.27
ENSG00000237330.3	5499	0.16	3.22	0.97	0.22	2.54	0.55	0.26	2.14	0.83	0.3	1.29	0.33	0.32	1.11	0.12	0.29	0.83	0.27	0.16	0.6	0.37	0.41	1.01	0.69
ENSG00000261335.1	4999	0.02	0.4	0.07	0.01	0.27	0.11	0.03	0.29	0.19	0.03	0.37	0.09	0.02	0.54	0.17	0.02	0.25	0.07	0.0	0.21	0.04	0.01	0.2	0.17
ENSG00000278084.1	5499	0.15	0.34	0.16	0.09	0.28	0.09	0.06	0.14	0.07	0.06	0.51	0.13	0.06	0.76	0.09	0.11	0.17	0.1	0.04	0.28	0.1	0.04	0.36	0.08
ENSG00000069849.11	5499	0.09	0.27	0.44	0.06	0.19	0.04	0.04	0.22	0.02	0.13	0.44	0.33	0.1	0.3	0.59	0.12	0.34	0.03	0.03	0.11	0.07	0.08	0.4	0.14
ENSG00000208018.1	10499	0.42	0.12	0.04	0.23	0.05	0.01	0.2	0.1	0.01	0.78	0.1	0.02	1.18	0.16	0.07	0.46	0.09	0.01	0.5	0.08	0.06	1.26	0.17	0.09
ENSG00000255977.1	4999	0.0	0.07	0.05	0.02	0.03	0.11	0.0	0.1	0.1	0.0	0.02	0.16	0.0	0.1	0.18	0.0	0.09	0.29	0.0	0.11	0.24	0.0	0.06	0.19
ENSG00000224988.1	5999	0.32	0.33	0.06	0.24	0.22	0.06	0.15	0.33	0.11	0.15	0.22	0.07	0.13	0.19	0.06	0.13	0.16	0.06	0.1	0.12	0.02	0.2	0.14	0.05
ENSG00000291100.1	6499	0.01	0.01	0.04	0.01	0.02	0.01	0.01	0.0	0.0	0.38	0.94	0.15	0.28	0.75	0.1	0.0	0.04	0.19	0.01	0.07	0.09	0.0	0.1	0.06
ENSG00000158987.22	4499	0.02	0.14	0.21	0.07	0.19	0.05	0.04	0.44	0.04	0.06	0.55	0.18	0.12	0.75	0.25	0.06	0.34	0.14	0.02	0.22	0.19	0.04	0.29	0.24
ENSG00000236202.1	11999	0.48	0.05	0.03	0.13	0.02	0.01	0.07	0.03	0.04	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.04	0.02	0.02	0.09	0.02	0.08	0.09
ENSG00000255537.1	7499	0.0	0.06	0.05	0.01	0.05	0.03	0.01	0.05	0.01	0.01	0.12	0.06	0.01	0.09	0.02	0.0	0.19	0.04	0.01	0.38	0.08	0.02	0.41	0.05
ENSG00000178567.8	39925	0.38	3.05	0.36	0.29	2.13	0.26	0.36	2.36	0.37	0.38	3.23	0.3	0.49	3.8	0.27	0.32	1.81	0.34	0.29	1.46	0.44	0.37	2.13	0.71
ENSG00000015479.20	4499	0.03	0.13	0.02	0.03	0.04	0.02	0.1	0.12	0.0	0.16	0.27	0.01	0.07	0.15	0.06	0.03	0.1	0.02	0.1	0.19	0.07	0.17	0.27	0.06
ENSG00000105556.12	4999	0.09	1.29	0.63	0.1	1.34	0.3	0.06	1.2	0.28	0.03	2.1	0.58	0.02	2.08	0.56	0.1	1.64	0.38	0.11	1.38	0.6	0.03	2.13	0.97
ENSG00000261216.1	7499	0.07	0.74	0.14	0.06	0.52	0.08	0.07	0.34	0.1	0.09	0.59	0.09	0.04	0.49	0.1	0.1	0.48	0.12	0.1	0.31	0.24	0.13	0.51	0.11
ENSG00000149743.14	12499	0.08	0.56	0.19	0.07	0.56	0.17	0.06	0.48	0.25	0.08	0.32	0.1	0.08	0.44	0.17	0.09	0.59	0.47	0.06	0.69	0.66	0.09	0.55	0.45
ENSG00000100220.12	13999	0.13	1.06	0.32	0.12	1.01	0.15	0.12	0.93	0.21	0.16	1.6	0.41	0.21	1.44	0.23	0.14	1.1	0.49	0.11	1.06	0.49	0.17	1.4	0.62
ENSG00000148481.14	7999	0.1	0.22	0.14	0.15	0.22	0.09	0.13	0.17	0.04	0.17	0.19	0.13	0.41	0.2	0.14	0.11	0.28	0.19	0.12	0.25	0.27	0.15	0.31	0.22
ENSG00000287802.1	3999	0.0	0.06	0.1	0.0	0.07	0.07	0.0	0.09	0.12	0.0	0.07	0.08	0.0	0.07	0.09	0.0	0.25	0.64	0.0	0.13	0.38	0.0	0.12	0.36
ENSG00000122692.9	12999	0.25	1.02	0.23	0.24	0.98	0.24	0.2	0.85	0.23	0.06	0.83	0.15	0.11	0.85	0.17	0.11	0.41	0.18	0.09	0.42	0.18	0.12	0.49	0.23
ENSG00000126934.15	8999	0.14	0.7	0.27	0.11	0.75	0.18	0.12	0.76	0.22	0.1	1.03	0.15	0.1	1.07	0.28	0.11	0.83	0.14	0.06	0.73	0.26	0.15	1.41	0.39
ENSG00000100106.22	5499	0.15	0.71	0.25	0.1	0.45	0.1	0.15	0.53	0.17	0.11	0.5	0.14	0.13	0.41	0.12	0.16	0.2	0.03	0.11	0.09	0.02	0.16	0.22	0.06
ENSG00000198488.10	4999	0.0	0.18	0.27	0.0	0.26	0.18	0.0	0.24	0.13	0.0	0.3	0.12	0.0	0.56	0.14	0.01	0.46	0.24	0.03	0.29	0.15	0.02	0.43	0.28
ENSG00000266852.2	21999	0.88	2.78	0.47	0.6	2.02	0.38	0.5	1.84	0.41	0.28	2.26	0.37	0.28	2.57	0.35	0.33	1.13	0.41	0.34	0.88	0.39	0.37	1.21	0.5
ENSG00000240423.3	3999	0.0	0.29	0.2	0.0	0.3	0.08	0.0	0.24	0.08	0.0	0.31	0.09	0.0	0.39	0.08	0.0	0.61	0.13	0.0	0.46	0.19	0.0	0.18	0.23
ENSG00000165716.11	6999	0.09	1.93	0.66	0.16	1.89	0.5	0.14	1.63	1.17	0.05	0.61	0.12	0.07	0.58	0.11	0.09	0.31	0.05	0.06	0.41	0.1	0.07	0.37	0.13
ENSG00000251775.1	12499	0.01	0.15	0.08	0.01	0.09	0.07	0.01	0.09	0.03	0.02	0.14	0.04	0.01	0.13	0.04	0.02	0.68	0.29	0.02	0.46	0.22	0.02	0.67	0.35
ENSG00000251131.3	4499	0.44	0.29	0.13	0.32	0.18	0.08	0.31	0.18	0.03	0.35	0.09	0.14	0.41	0.14	0.06	0.45	0.12	0.12	0.43	0.15	0.04	0.62	0.22	0.24
ENSG00000235560.4	17999	0.22	1.11	0.23	0.15	0.65	0.17	0.13	0.81	0.17	0.08	0.68	0.12	0.09	0.64	0.16	0.1	0.62	0.28	0.09	0.27	0.26	0.15	0.62	0.41
ENSG00000240704.1	3999	0.02	0.06	0.12	0.04	0.12	0.16	0.05	0.15	0.22	0.0	0.04	0.06	0.0	0.05	0.08	0.0	0.16	0.37	0.02	0.09	0.22	0.01	0.17	0.12
ENSG00000234645.3	16499	2.29	0.24	0.07	0.72	0.21	0.05	0.71	0.16	0.09	0.11	0.03	0.02	0.18	0.04	0.04	0.12	0.13	0.09	0.13	0.1	0.07	0.12	0.12	0.1
ENSG00000259178.1	3999	0.0	0.23	0.11	0.01	0.19	0.27	0.02	0.1	0.13	0.0	0.24	0.22	0.0	0.1	0.21	0.03	0.26	0.4	0.05	0.22	0.55	0.0	0.27	0.42
ENSG00000222806.1	5999	0.0	6.12	1.34	0.01	4.7	0.9	0.0	6.59	1.08	0.01	6.75	1.08	0.01	7.54	0.9	0.0	2.39	1.18	0.0	2.47	1.17	0.02	2.95	1.59
ENSG00000130305.17	7999	0.03	0.57	0.07	0.0	0.48	0.02	0.0	0.33	0.03	0.02	0.68	0.07	0.01	0.53	0.09	0.02	0.44	0.06	0.03	0.36	0.05	0.01	0.48	0.07
ENSG00000287985.1	6999	0.02	0.49	0.13	0.01	0.3	0.13	0.02	0.28	0.11	0.03	0.37	0.12	0.01	0.31	0.13	0.02	0.47	0.15	0.03	0.41	0.15	0.02	0.67	0.27
ENSG00000224621.1	9999	0.0	1.13	0.23	0.02	0.44	0.06	0.03	0.65	0.09	0.0	0.9	0.11	0.02	0.77	0.07	0.02	0.33	0.1	0.0	0.28	0.17	0.0	0.37	0.12
ENSG00000188163.8	5999	0.54	1.14	0.25	0.55	1.32	0.26	0.47	1.31	0.46	0.25	0.38	0.05	0.18	0.35	0.11	0.3	0.26	0.01	0.25	0.3	0.07	0.31	0.23	0.12
ENSG00000172943.21	7999	0.21	1.59	0.85	0.11	1.14	0.52	0.11	1.11	0.6	0.23	1.96	0.71	0.24	2.09	1.07	0.22	0.78	0.3	0.18	0.67	0.24	0.21	0.9	0.61
ENSG00000189241.8	8499	0.04	1.89	0.22	0.04	1.26	0.12	0.02	1.28	0.09	0.02	1.87	0.12	0.04	2.61	0.07	0.02	0.85	0.17	0.05	1.01	0.16	0.02	1.32	0.24
ENSG00000108797.12	14499	0.08	0.6	0.11	0.04	0.38	0.07	0.04	0.34	0.05	0.03	0.81	0.07	0.04	0.76	0.09	0.04	0.32	0.08	0.03	0.33	0.14	0.06	0.39	0.1
ENSG00000075239.14	7999	0.13	0.18	0.07	0.15	0.23	0.03	0.15	0.19	0.03	0.1	0.17	0.06	0.16	0.23	0.06	0.11	0.43	0.23	0.14	0.29	0.26	0.2	0.48	0.37
ENSG00000150977.11	8999	4.04	0.66	0.19	2.33	0.65	0.16	2.69	0.3	0.12	2.1	0.54	0.13	1.99	0.5	0.26	1.21	0.35	0.2	1.43	0.55	0.18	1.72	0.6	0.25
ENSG00000103591.13	13999	0.07	0.32	0.19	0.03	0.38	0.14	0.02	0.44	0.18	0.04	0.51	0.21	0.03	0.62	0.2	0.06	0.53	0.21	0.04	0.3	0.26	0.03	0.47	0.37
ENSG00000137944.18	14999	0.43	0.15	0.09	0.35	0.16	0.07	0.37	0.2	0.07	0.45	0.21	0.05	0.65	0.21	0.06	0.33	0.12	0.15	0.32	0.05	0.1	0.51	0.14	0.17
ENSG00000267612.1	4499	0.01	0.07	0.05	0.07	0.14	0.18	0.01	0.19	0.17	0.0	0.06	0.04	0.01	0.25	0.12	0.0	0.22	0.65	0.0	0.25	0.46	0.01	0.29	0.37
ENSG00000196476.12	7999	0.01	0.12	0.1	0.0	0.1	0.03	0.0	0.17	0.06	0.0	0.65	0.18	0.0	0.55	0.28	0.01	0.2	0.07	0.0	0.26	0.22	0.0	0.26	0.1
ENSG00000235947.1	11999	1.59	0.21	0.1	1.08	0.18	0.16	1.02	0.27	0.17	0.03	0.08	0.06	0.04	0.06	0.04	0.11	0.13	0.19	0.1	0.1	0.17	0.14	0.17	0.23
ENSG00000234518.2	5999	0.23	0.15	0.22	0.2	0.18	0.27	0.19	0.37	0.2	0.28	0.41	0.13	0.32	0.55	0.21	0.21	0.35	0.42	0.17	0.22	0.31	0.12	0.29	0.47
ENSG00000202534.1	16499	0.37	0.29	0.13	0.31	0.24	0.06	0.25	0.25	0.05	0.3	0.66	0.09	0.48	0.58	0.12	0.18	0.16	0.13	0.18	0.27	0.12	0.38	0.29	0.17
ENSG00000231333.2	4499	0.37	1.24	0.46	0.05	0.51	0.28	0.09	0.63	0.25	0.07	0.43	0.13	0.13	0.39	0.15	0.18	0.41	0.28	0.1	0.34	0.15	0.16	0.33	0.29
ENSG00000229809.9	9999	0.07	0.97	0.23	0.09	0.88	0.18	0.15	0.86	0.31	0.13	1.15	0.18	0.11	1.21	0.24	0.09	1.0	0.19	0.09	0.76	0.3	0.09	1.1	0.42
ENSG00000008323.16	5999	0.11	3.22	1.14	0.03	2.55	0.82	0.03	2.44	1.01	0.03	1.59	0.8	0.02	1.78	0.81	0.01	0.84	0.16	0.01	0.65	0.25	0.0	0.59	0.21
ENSG00000228242.6	4499	0.03	0.21	0.11	0.0	0.23	0.12	0.02	0.36	0.09	0.02	0.38	0.07	0.02	0.5	0.16	0.02	0.24	0.21	0.02	0.23	0.19	0.02	0.31	0.18
ENSG00000196141.14	3999	0.05	0.31	0.08	0.05	0.33	0.14	0.01	0.29	0.06	0.13	0.38	0.06	0.03	0.34	0.09	0.03	0.17	0.22	0.0	0.18	0.06	0.0	0.13	0.09
ENSG00000136048.14	84189	1.73	0.24	0.05	0.79	0.11	0.03	0.46	0.13	0.05	0.35	0.14	0.03	0.57	0.2	0.04	0.15	0.08	0.05	0.14	0.09	0.04	0.24	0.13	0.07
ENSG00000174917.9	4499	0.14	0.59	0.15	0.07	0.31	0.05	0.05	0.58	0.15	0.06	0.43	0.11	0.12	0.51	0.09	0.12	0.27	0.05	0.01	0.27	0.15	0.08	0.35	0.1
ENSG00000287393.1	5499	0.13	0.44	0.12	0.11	0.23	0.13	0.11	0.33	0.12	0.01	0.25	0.19	0.03	0.24	0.12	0.02	0.51	0.51	0.01	0.53	0.38	0.04	0.37	0.29
ENSG00000198554.12	13999	0.06	0.55	0.05	0.03	0.28	0.05	0.03	0.25	0.04	0.06	0.3	0.03	0.05	0.36	0.04	0.02	0.28	0.08	0.07	0.21	0.09	0.08	0.48	0.19
ENSG00000090581.11	6999	0.01	0.62	0.13	0.02	0.32	0.04	0.01	0.21	0.03	0.02	0.51	0.06	0.01	0.44	0.04	0.02	0.4	0.09	0.03	0.35	0.08	0.05	0.74	0.14
ENSG00000266933.2	28999	0.02	16.84	3.89	0.01	13.3	2.45	0.03	10.53	2.55	0.02	14.35	2.77	0.03	13.33	2.78	0.06	3.85	0.72	0.02	2.79	0.89	0.05	3.69	1.04
ENSG00000289236.1	20499	0.01	1.1	0.11	0.04	0.67	0.07	0.02	0.53	0.05	0.02	0.75	0.02	0.01	0.68	0.05	0.03	0.32	0.1	0.02	0.36	0.09	0.01	0.59	0.11
ENSG00000260920.2	8499	0.29	0.8	0.15	0.1	0.68	0.15	0.15	0.79	0.17	0.21	0.78	0.1	0.21	0.92	0.06	0.15	1.0	0.32	0.15	0.74	0.25	0.21	0.9	0.53
ENSG00000128408.9	5499	0.22	0.84	0.15	0.04	0.59	0.1	0.14	0.45	0.12	0.06	0.43	0.09	0.04	0.43	0.07	0.01	0.17	0.12	0.04	0.12	0.28	0.01	0.09	0.07
ENSG00000035928.17	12999	0.07	0.37	0.42	0.05	0.53	0.33	0.09	0.53	0.32	0.05	0.41	0.31	0.03	0.62	0.39	0.04	0.53	0.43	0.04	0.34	0.31	0.07	0.4	0.42
ENSG00000280157.1	3999	0.0	0.25	0.11	0.0	0.18	0.04	0.0	0.3	0.03	0.04	0.42	0.1	0.02	0.56	0.12	0.01	0.27	0.12	0.06	0.29	0.02	0.07	0.28	0.06
ENSG00000176742.3	4499	0.0	0.06	0.19	0.0	0.14	0.18	0.02	0.1	0.19	0.0	0.05	0.19	0.0	0.08	0.07	0.0	0.33	0.8	0.0	0.24	0.52	0.0	0.15	0.42
ENSG00000261251.1	8499	0.1	0.65	0.23	0.02	0.34	0.15	0.02	0.34	0.13	0.01	0.22	0.05	0.02	0.22	0.11	0.01	0.22	0.07	0.02	0.17	0.09	0.01	0.11	0.13
ENSG00000293392.1	4499	0.0	0.12	0.26	0.01	0.09	0.31	0.01	0.11	0.22	0.0	0.05	0.22	0.01	0.12	0.25	0.0	0.09	0.38	0.01	0.07	0.24	0.0	0.11	0.29
ENSG00000168566.13	12999	0.03	1.06	0.29	0.03	0.94	0.12	0.03	1.36	0.18	0.03	1.55	0.24	0.07	1.55	0.37	0.05	1.13	0.35	0.02	0.76	0.45	0.04	0.99	0.47
ENSG00000116874.12	15999	0.56	0.59	0.15	0.56	0.64	0.07	0.38	0.5	0.12	0.47	0.65	0.1	0.48	0.58	0.13	0.27	0.5	0.2	0.41	0.41	0.18	0.65	0.63	0.3
ENSG00000145386.11	9499	0.31	0.34	0.3	0.34	0.36	0.11	0.22	0.35	0.13	0.38	0.41	0.16	0.4	0.38	0.16	0.38	0.43	0.59	0.34	0.39	0.35	0.28	0.29	0.43
ENSG00000149483.13	5499	0.32	0.28	0.07	0.14	0.2	0.04	0.13	0.13	0.1	0.14	0.19	0.07	0.14	0.22	0.09	0.07	0.16	0.09	0.07	0.21	0.07	0.1	0.16	0.16
ENSG00000198833.7	9999	0.24	0.03	0.02	0.29	0.02	0.01	0.36	0.03	0.0	1.25	0.07	0.03	1.08	0.04	0.05	0.69	0.08	0.04	0.79	0.13	0.08	0.67	0.11	0.1
ENSG00000140859.16	17499	0.01	2.53	0.22	0.01	2.06	0.13	0.0	1.79	0.18	0.01	1.73	0.13	0.01	1.37	0.1	0.04	2.16	0.22	0.03	1.34	0.35	0.06	2.47	0.63
ENSG00000287308.1	3999	0.0	0.29	0.39	0.01	0.07	0.21	0.0	0.19	0.34	0.0	0.05	0.46	0.0	0.22	0.22	0.0	0.08	0.07	0.0	0.03	0.16	0.0	0.09	0.15
ENSG00000235897.1	3999	0.27	0.21	0.07	0.25	0.19	0.06	0.47	0.42	0.14	0.19	0.17	0.06	0.19	0.26	0.04	0.23	0.3	0.07	0.21	0.22	0.18	0.2	0.39	0.11
ENSG00000253666.4	7499	0.84	0.08	0.04	0.76	0.04	0.02	0.74	0.09	0.04	0.36	0.09	0.04	0.34	0.16	0.03	0.21	0.02	0.01	0.16	0.01	0.01	0.14	0.02	0.01
ENSG00000258701.1	6499	0.14	0.67	0.17	0.03	0.7	0.14	0.06	0.78	0.17	0.07	0.24	0.02	0.05	0.33	0.02	0.07	0.09	0.02	0.02	0.09	0.04	0.05	0.19	0.1
ENSG00000166024.14	13999	0.06	0.37	0.41	0.03	0.34	0.06	0.06	0.33	0.08	0.07	0.71	0.52	0.06	0.62	0.48	0.08	0.83	0.3	0.05	0.52	0.17	0.08	0.86	0.29
ENSG00000116793.16	6499	0.39	0.02	0.03	0.31	0.01	0.02	0.22	0.03	0.03	0.27	0.06	0.03	0.36	0.03	0.02	0.39	0.05	0.06	0.2	0.04	0.1	0.33	0.11	0.08
ENSG00000105483.18	13499	0.18	3.47	1.89	0.14	2.45	0.7	0.1	1.25	0.6	0.14	2.75	0.91	0.12	2.7	1.22	0.16	0.64	0.31	0.11	0.35	0.22	0.22	0.59	0.33
ENSG00000012817.16	21923	0.67	1.13	0.18	0.62	0.79	0.13	0.4	0.83	0.14	0.46	0.69	0.07	0.63	1.05	0.07	0.35	0.38	0.09	0.3	0.34	0.13	0.5	0.57	0.22
ENSG00000196247.13	8999	0.07	1.05	0.22	0.05	1.07	0.17	0.12	0.89	0.16	0.07	0.82	0.12	0.05	0.8	0.13	0.11	0.34	0.15	0.04	0.19	0.1	0.05	0.41	0.08
ENSG00000243155.1	22999	0.05	0.98	0.16	0.03	0.96	0.14	0.05	0.86	0.1	0.02	1.11	0.12	0.05	1.21	0.17	0.03	0.19	0.02	0.02	0.18	0.04	0.04	0.42	0.08
ENSG00000110171.21	28063	0.04	0.94	0.12	0.02	0.68	0.1	0.02	0.48	0.09	0.01	0.77	0.09	0.02	0.7	0.09	0.04	0.29	0.07	0.06	0.23	0.06	0.04	0.35	0.17
ENSG00000005812.11	4499	0.07	1.32	1.28	0.23	1.48	1.09	0.07	1.74	1.41	0.13	1.67	1.2	0.14	1.84	1.04	0.03	0.62	0.62	0.09	0.5	0.66	0.07	0.46	0.67
ENSG00000155256.18	4999	0.12	0.94	0.41	0.17	0.57	0.11	0.15	0.37	0.13	0.19	0.6	0.47	0.17	0.67	0.47	0.03	0.19	0.03	0.06	0.21	0.0	0.1	0.26	0.05
ENSG00000135426.16	5499	0.01	0.14	0.25	0.0	0.09	0.03	0.02	0.2	0.07	0.0	0.11	0.15	0.01	0.08	0.33	0.0	0.43	0.86	0.0	0.42	0.58	0.03	0.28	0.54
